zeit_utc,open,high,low,close,volume
2024-12-05 14:00,21527.00,21551.50,21497.75,21510.50,58204
2024-12-05 15:00,21511.00,21536.75,21487.75,21502.50,68455
2024-12-05 16:00,21502.50,21539.75,21497.50,21531.00,36215
2024-12-05 17:00,21530.50,21567.25,21524.00,21560.00,32677
2024-12-05 18:00,21560.25,21560.75,21481.50,21493.25,52729
2024-12-05 19:00,21493.75,21517.00,21474.00,21493.75,36655
2024-12-05 20:00,21493.25,21511.00,21459.00,21475.25,56968
2024-12-05 21:00,21475.25,21476.25,21437.50,21453.25,15028
2024-12-05 23:00,21450.00,21458.50,21424.75,21455.25,0
2024-12-06 00:00,21455.75,21458.50,21442.25,21455.00,2912
2024-12-06 01:00,21453.75,21469.75,21450.00,21462.00,4224
2024-12-06 02:00,21463.00,21481.50,21460.00,21477.00,2990
2024-12-06 03:00,21477.00,21479.00,21464.25,21464.75,2088
2024-12-06 04:00,21464.50,21474.50,21459.00,21473.00,1811
2024-12-06 05:00,21469.00,21478.25,21469.00,21477.00,1327
2024-12-06 06:00,21476.75,21483.50,21474.00,21476.25,1795
2024-12-06 07:00,21476.75,21486.50,21470.25,21476.00,2326
2024-12-06 08:00,21476.00,21495.25,21472.00,21488.50,4574
2024-12-06 09:00,21488.50,21489.25,21464.50,21471.25,5147
2024-12-06 10:00,21471.00,21474.75,21451.25,21453.50,3733
2024-12-06 11:00,21454.00,21463.50,21444.25,21461.00,4393
2024-12-06 12:00,21461.25,21485.00,21456.50,21478.25,4815
2024-12-06 13:00,21478.75,21529.75,21440.25,21491.00,23419
2024-12-06 14:00,21490.75,21614.00,21486.00,21609.50,71224
2024-12-06 15:00,21607.00,21645.25,21593.00,21619.50,75893
2024-12-06 16:00,21620.00,21637.50,21573.00,21614.50,54991
2024-12-06 17:00,21615.25,21637.25,21597.50,21619.00,38138
2024-12-06 18:00,21618.75,21669.25,21615.50,21658.25,40762
2024-12-06 19:00,21658.50,21658.50,21611.75,21635.50,36377
2024-12-06 20:00,21635.50,21663.50,21626.25,21658.75,46507
2024-12-06 21:00,21658.50,21659.25,21627.25,21631.75,15523
2024-12-08 23:00,21649.00,21670.75,21626.75,21657.50,5313
2024-12-09 00:00,21657.25,21662.25,21637.00,21643.50,4313
2024-12-09 01:00,21643.25,21653.75,21627.50,21652.00,3847
2024-12-09 02:00,21653.00,21657.75,21640.75,21649.75,2647
2024-12-09 03:00,21650.25,21655.25,21641.75,21643.25,2078
2024-12-09 04:00,21643.50,21649.25,21635.00,21638.25,1866
2024-12-09 05:00,21639.25,21649.00,21636.25,21648.00,1349
2024-12-09 06:00,21648.75,21656.50,21648.00,21650.00,1739
2024-12-09 07:00,21649.75,21703.50,21646.25,21695.75,6602
2024-12-09 08:00,21697.00,21706.25,21680.50,21703.75,6620
2024-12-09 09:00,21704.00,21704.50,21626.50,21633.75,10141
2024-12-09 10:00,21633.25,21636.50,21612.00,21614.75,7041
2024-12-09 11:00,21615.25,21627.50,21586.00,21616.00,13017
2024-12-09 12:00,21615.75,21630.00,21608.00,21626.50,6626
2024-12-09 13:00,21626.50,21631.00,21609.50,21619.75,7824
2024-12-09 14:00,21620.50,21648.75,21582.75,21623.25,67387
2024-12-09 15:00,21623.25,21631.50,21503.25,21507.75,94476
2024-12-09 16:00,21508.00,21527.75,21436.00,21510.25,81723
2024-12-09 17:00,21510.00,21524.50,21485.75,21487.75,35541
2024-12-09 18:00,21488.00,21549.75,21474.25,21529.75,34240
2024-12-09 19:00,21530.00,21530.25,21444.25,21476.25,41317
2024-12-09 20:00,21476.25,21491.00,21441.25,21485.50,58633
2024-12-09 21:00,21485.75,21487.75,21463.50,21473.25,15106
2024-12-09 23:00,21479.25,21482.00,21458.75,21465.00,0
2024-12-10 00:00,21465.00,21479.75,21460.50,21477.00,3154
2024-12-10 01:00,21476.75,21485.00,21462.75,21468.00,3122
2024-12-10 02:00,21468.75,21474.25,21466.00,21467.75,1511
2024-12-10 03:00,21468.75,21476.75,21465.00,21473.00,1279
2024-12-10 04:00,21473.50,21476.00,21466.25,21468.50,947
2024-12-10 05:00,21474.00,21477.00,21452.75,21464.25,3350
